tenure,MonthlyCharges,Contract,Churn,TenureGroup,ChargeGroup
63,110.1,Two year,No,49-72,High
3,90.7,Month-to-month,No,0-12,High
66,25.3,Two year,No,49-72,Low
28,105.7,Month-to-month,Yes,25-48,High
8,85.2,Month-to-month,No,0-12,High
71,24.35,Two year,No,49-72,Low
1,24.25,Month-to-month,Yes,0-12,Low
72,25.1,Two year,No,49-72,Low
16,54.55,Month-to-month,No,13-24,Medium
66,96.6,Two year,No,49-72,High
11,76.5,Month-to-month,Yes,0-12,High
51,81.15,One year,No,49-72,High
8,38.5,Month-to-month,No,0-12,Medium
14,92.9,Month-to-month,No,13-24,High
4,93.5,Month-to-month,Yes,0-12,High
70,84.7,Two year,No,49-72,High
70,66.0,Two year,No,49-72,Medium
54,101.5,One year,Yes,49-72,High
28,74.9,Month-to-month,Yes,25-48,High
24,20.75,Two year,No,13-24,Low
69,61.45,Two year,No,49-72,Medium
42,54.5,Month-to-month,No,25-48,Medium
2,69.6,Month-to-month,Yes,0-12,Medium
39,99.75,Month-to-month,No,25-48,High
45,109.75,Two year,No,25-48,High
72,80.85,Two year,No,49-72,High
38,20.3,Two year,No,25-48,Low
72,67.8,Two year,No,49-72,Medium
1,24.05,Month-to-month,Yes,0-12,Low
72,19.8,Two year,No,49-72,Low
55,25.7,Two year,No,49-72,Low
51,56.15,One year,No,49-72,Medium
63,86.7,Two year,No,49-72,High
1,20.4,Month-to-month,No,0-12,Low
23,19.65,Two year,No,13-24,Low
1,50.55,Month-to-month,Yes,0-12,Medium
2,54.35,Month-to-month,No,0-12,Medium
52,108.1,Month-to-month,No,49-72,High
36,54.45,One year,No,25-48,Medium
1,45.35,Month-to-month,No,0-12,Medium
28,59.0,One year,No,25-48,Medium
7,69.45,One year,No,0-12,Medium
14,100.55,Month-to-month,Yes,13-24,High
72,64.95,Two year,No,49-72,Medium
1,20.5,Month-to-month,Yes,0-12,Low
10,18.85,Month-to-month,No,0-12,Low
42,19.8,One year,No,25-48,Low
7,25.05,Month-to-month,No,0-12,Low
4,74.8,Month-to-month,Yes,0-12,High
72,114.3,Two year,No,49-72,High
20,24.45,Month-to-month,Yes,13-24,Low
63,109.2,Two year,No,49-72,High
56,45.05,Two year,No,49-72,Medium
5,51.0,Month-to-month,No,0-12,Medium
72,110.45,Two year,No,49-72,High
68,84.65,Month-to-month,No,49-72,High
67,60.05,One year,No,49-72,Medium
8,44.65,Month-to-month,No,0-12,Medium
52,93.25,Month-to-month,No,49-72,High
18,20.25,Month-to-month,No,13-24,Low
59,25.45,Two year,No,49-72,Low
60,20.6,Two year,No,49-72,Low
7,94.1,Month-to-month,No,0-12,High
59,34.8,One year,No,49-72,Low
46,60.75,Two year,No,25-48,Medium
5,51.35,Month-to-month,No,0-12,Medium
59,64.05,Two year,No,49-72,Medium
70,84.8,Two year,No,49-72,High
14,71.0,Month-to-month,Yes,13-24,High
44,50.15,Month-to-month,No,25-48,Medium
64,94.6,Two year,No,49-72,High
58,59.75,Two year,No,49-72,Medium
46,100.25,One year,No,25-48,High
58,98.9,Month-to-month,No,49-72,High
72,97.7,Two year,No,49-72,High
30,40.3,Month-to-month,Yes,25-48,Medium
11,60.25,Month-to-month,No,0-12,Medium
34,56.25,Month-to-month,No,25-48,Medium
54,46.2,Two year,No,49-72,Medium
3,50.6,Month-to-month,Yes,0-12,Medium
72,24.9,Two year,No,49-72,Low
40,84.85,Month-to-month,Yes,25-48,High
2,65.7,Month-to-month,Yes,0-12,Medium
54,63.35,Two year,No,49-72,Medium
14,50.1,Month-to-month,No,13-24,Medium
1,70.5,Month-to-month,Yes,0-12,High
10,94.85,Month-to-month,Yes,0-12,High
1,50.15,Month-to-month,No,0-12,Medium
1,19.75,Month-to-month,Yes,0-12,Low
56,64.65,One year,No,49-72,Medium
68,79.6,Two year,No,49-72,High
14,19.5,One year,No,13-24,Low
68,99.55,Two year,No,49-72,High
55,74.0,Month-to-month,No,49-72,High
16,38.9,Month-to-month,No,13-24,Medium
9,79.55,Month-to-month,No,0-12,High
14,65.45,Month-to-month,Yes,13-24,Medium
58,98.7,Month-to-month,Yes,49-72,High
53,46.3,Month-to-month,No,49-72,Medium
70,99.35,Two year,No,49-72,High
14,95.8,Month-to-month,No,13-24,High
22,67.5,One year,Yes,13-24,Medium
10,78.15,Month-to-month,No,0-12,High
29,26.1,Two year,No,25-48,Low
1,69.6,Month-to-month,Yes,0-12,Medium
49,84.35,One year,Yes,49-72,High
68,100.2,Month-to-month,Yes,49-72,High
1,78.05,Month-to-month,Yes,0-12,High
30,40.35,One year,No,25-48,Medium
72,79.2,Two year,No,49-72,High
10,20.9,Month-to-month,No,0-12,Low
7,73.6,Month-to-month,Yes,0-12,High
9,74.75,Month-to-month,Yes,0-12,High
1,49.9,Month-to-month,No,0-12,Medium
20,68.9,Month-to-month,No,13-24,Medium
1,20.25,Month-to-month,No,0-12,Low
29,76.0,Month-to-month,No,25-48,High
1,74.0,Month-to-month,No,0-12,High
3,82.3,Month-to-month,No,0-12,High
20,89.4,Month-to-month,No,13-24,High
64,99.15,Month-to-month,No,49-72,High
1,20.2,Month-to-month,Yes,0-12,Low
6,29.45,Month-to-month,No,0-12,Low
50,19.8,Two year,No,49-72,Low
6,59.15,Month-to-month,No,0-12,Medium
7,44.75,Month-to-month,No,0-12,Medium
72,90.8,Two year,No,49-72,High
8,49.55,Month-to-month,No,0-12,Medium
67,106.7,Two year,No,49-72,High
24,93.55,Month-to-month,Yes,13-24,High
72,94.45,Two year,No,49-72,High
33,19.45,One year,No,25-48,Low
2,25.05,Month-to-month,Yes,0-12,Low
70,67.95,Two year,No,49-72,Medium
22,65.25,One year,No,13-24,Medium
59,99.45,Month-to-month,No,49-72,High
36,20.35,One year,No,25-48,Low
51,19.95,Two year,No,49-72,Low
53,77.4,One year,No,49-72,High
20,19.7,One year,No,13-24,Low
63,99.7,Two year,No,49-72,High
40,74.8,Month-to-month,No,25-48,High
35,19.15,One year,No,25-48,Low
26,78.95,One year,No,25-48,High
27,95.55,Month-to-month,Yes,25-48,High
53,62.85,One year,No,49-72,Medium
34,71.55,Month-to-month,No,25-48,High
19,94.95,Month-to-month,No,13-24,High
43,86.1,Month-to-month,No,25-48,High
6,19.55,Month-to-month,No,0-12,Low
56,24.8,Two year,No,49-72,Low
57,39.3,Month-to-month,Yes,49-72,Medium
34,84.05,Month-to-month,No,25-48,High
10,36.25,Month-to-month,No,0-12,Medium
1,20.25,Month-to-month,Yes,0-12,Low
13,23.9,Month-to-month,Yes,13-24,Low
56,98.6,Month-to-month,No,49-72,High
55,103.65,Month-to-month,No,49-72,High
36,92.9,Two year,No,25-48,High
47,19.9,One year,No,25-48,Low
12,20.1,Month-to-month,No,0-12,Low
1,85.45,Month-to-month,Yes,0-12,High
24,80.5,Month-to-month,No,13-24,High
63,99.9,One year,Yes,49-72,High
35,39.85,Month-to-month,No,25-48,Medium
67,60.5,One year,No,49-72,Medium
25,84.8,Month-to-month,Yes,25-48,High
21,103.85,Month-to-month,No,13-24,High
13,67.8,Month-to-month,No,13-24,Medium
35,75.2,Month-to-month,Yes,25-48,High
71,24.85,Two year,No,49-72,Low
29,19.35,Month-to-month,No,25-48,Low
71,49.35,Two year,Yes,49-72,Medium
7,89.0,Month-to-month,No,0-12,High
57,55.0,Month-to-month,No,49-72,Medium
65,76.15,Two year,No,49-72,High
27,20.3,One year,No,25-48,Low
6,74.9,Month-to-month,Yes,0-12,High
72,117.35,Two year,No,49-72,High
1,19.75,Month-to-month,No,0-12,Low
11,45.2,Month-to-month,No,0-12,Medium
39,25.2,Two year,No,25-48,Low
59,89.75,Month-to-month,No,49-72,High
26,75.0,One year,No,25-48,High
2,49.95,Month-to-month,No,0-12,Medium
72,65.7,Two year,No,49-72,Medium
65,67.05,One year,No,49-72,Medium
72,110.9,Two year,No,49-72,High
6,87.95,Month-to-month,No,0-12,High
32,19.8,One year,No,25-48,Low
50,75.7,One year,No,49-72,High
61,62.15,Two year,No,49-72,Medium
15,101.25,Month-to-month,Yes,13-24,High
72,115.15,Two year,No,49-72,High
9,18.95,Month-to-month,Yes,0-12,Low
1,19.5,Month-to-month,No,0-12,Low
12,86.55,Month-to-month,No,0-12,High
37,28.6,Month-to-month,Yes,25-48,Low
61,20.4,One year,No,49-72,Low
18,19.8,One year,No,13-24,Low
21,45.65,Month-to-month,No,13-24,Medium
68,56.4,Two year,No,49-72,Medium
12,73.3,Month-to-month,No,0-12,High
2,24.35,Month-to-month,Yes,0-12,Low
62,101.35,Month-to-month,No,49-72,High
29,98.65,Month-to-month,Yes,25-48,High
1,33.6,Month-to-month,No,0-12,Low
5,79.9,Month-to-month,Yes,0-12,High
1,20.7,Month-to-month,No,0-12,Low
62,104.05,Two year,No,49-72,High
36,20.25,Two year,No,25-48,Low
28,103.3,Month-to-month,Yes,25-48,High
69,73.7,One year,No,49-72,High
11,96.2,Month-to-month,Yes,0-12,High
63,108.75,Month-to-month,No,49-72,High
23,20.15,One year,No,13-24,Low
10,19.75,Month-to-month,No,0-12,Low
71,25.95,Two year,No,49-72,Low
45,70.05,Month-to-month,No,25-48,High
70,24.05,Two year,No,49-72,Low
22,84.75,Month-to-month,No,13-24,High
52,23.05,Two year,No,49-72,Low
55,104.15,One year,Yes,49-72,High
65,59.95,Two year,No,49-72,Medium
72,19.55,Two year,No,49-72,Low
10,19.6,One year,No,0-12,Low
7,20.05,One year,No,0-12,Low
5,85.55,Month-to-month,No,0-12,High
24,78.6,Two year,No,13-24,High
72,116.8,Two year,No,49-72,High
21,43.55,Month-to-month,No,13-24,Medium
69,60.8,One year,No,49-72,Medium
44,54.9,Month-to-month,No,25-48,Medium
61,65.2,One year,No,49-72,Medium
24,102.95,Month-to-month,Yes,13-24,High
1,90.6,Month-to-month,Yes,0-12,High
6,50.8,Month-to-month,Yes,0-12,Medium
4,90.05,Month-to-month,Yes,0-12,High
72,108.2,Two year,No,49-72,High
72,92.0,Two year,No,49-72,High
14,75.1,Month-to-month,No,13-24,High
7,25.05,Month-to-month,No,0-12,Low
48,75.15,One year,No,25-48,High
55,19.5,One year,No,49-72,Low
1,19.3,Month-to-month,No,0-12,Low
45,112.2,One year,No,25-48,High
3,70.3,Month-to-month,No,0-12,High
71,19.6,Two year,No,49-72,Low
8,20.25,Month-to-month,No,0-12,Low
3,75.85,Month-to-month,Yes,0-12,High
69,80.65,Two year,No,49-72,High
1,68.5,Month-to-month,Yes,0-12,Medium
72,115.75,Two year,No,49-72,High
11,73.5,Month-to-month,Yes,0-12,High
71,80.6,Two year,No,49-72,High
1,69.95,Month-to-month,Yes,0-12,Medium
33,59.55,Two year,No,25-48,Medium
16,19.05,One year,No,13-24,Low
56,95.65,One year,No,49-72,High
1,19.95,Month-to-month,No,0-12,Low
5,70.05,Month-to-month,Yes,0-12,High
57,19.4,One year,No,49-72,Low
56,36.1,One year,No,49-72,Medium
8,94.0,Month-to-month,Yes,0-12,High
22,61.15,Month-to-month,Yes,13-24,Medium
1,19.75,Month-to-month,No,0-12,Low
40,64.1,Month-to-month,No,25-48,Medium
46,19.75,Two year,No,25-48,Low
63,19.7,Two year,No,49-72,Low
68,110.2,Two year,No,49-72,High
69,106.35,Two year,No,49-72,High
56,90.55,Month-to-month,No,49-72,High
10,65.9,One year,No,0-12,Medium
63,104.5,One year,No,49-72,High
24,52.5,Two year,No,13-24,Medium
19,56.1,Month-to-month,No,13-24,Medium
22,88.75,Month-to-month,No,13-24,High
29,84.45,Month-to-month,Yes,25-48,High
13,75.3,One year,Yes,13-24,High
70,26.0,Two year,No,49-72,Low
49,99.4,Month-to-month,No,49-72,High
43,109.55,One year,Yes,25-48,High
3,19.6,Month-to-month,Yes,0-12,Low
42,73.15,One year,No,25-48,High
57,54.65,One year,No,49-72,Medium
2,66.4,Month-to-month,Yes,0-12,Medium
72,115.55,Two year,No,49-72,High
46,104.45,Month-to-month,No,25-48,High
66,100.05,Month-to-month,Yes,49-72,High
62,102.0,One year,Yes,49-72,High
72,91.15,Two year,No,49-72,High
35,89.7,One year,No,25-48,High
17,90.2,Month-to-month,Yes,13-24,High
72,92.4,Two year,No,49-72,High
28,19.9,One year,No,25-48,Low
56,25.15,Two year,Yes,49-72,Low
31,79.85,Month-to-month,Yes,25-48,High
45,18.85,One year,No,25-48,Low
1,25.75,Month-to-month,No,0-12,Low
2,49.6,Month-to-month,Yes,0-12,Medium
6,20.95,Month-to-month,No,0-12,Low
48,97.05,One year,No,25-48,High
25,25.4,Month-to-month,No,25-48,Low
64,19.7,Two year,No,49-72,Low
50,35.0,Month-to-month,No,49-72,Low
52,101.25,One year,No,49-72,High
4,70.2,Month-to-month,No,0-12,High
32,90.95,Month-to-month,No,25-48,High
45,73.85,Two year,No,25-48,High
9,88.05,Month-to-month,No,0-12,High
66,105.95,One year,Yes,49-72,High
3,91.85,Month-to-month,Yes,0-12,High
54,20.1,Two year,No,49-72,Low
1,40.1,Month-to-month,Yes,0-12,Medium
64,110.3,Two year,No,49-72,High
31,73.9,Month-to-month,Yes,25-48,High
14,89.8,Month-to-month,Yes,13-24,High
12,85.15,One year,No,0-12,High
67,60.95,One year,No,49-72,Medium
35,72.25,Month-to-month,Yes,25-48,High
45,73.55,Two year,No,25-48,High
10,46.0,Month-to-month,No,0-12,Medium
29,58.55,Month-to-month,No,25-48,Medium
24,24.6,One year,No,13-24,Low
66,19.75,Two year,No,49-72,Low
51,86.35,One year,No,49-72,High
45,25.5,Two year,No,25-48,Low
49,19.0,One year,No,49-72,Low
29,19.55,Two year,No,25-48,Low
40,110.1,Month-to-month,No,25-48,High
37,96.55,Month-to-month,Yes,25-48,High
25,69.75,Month-to-month,No,25-48,Medium
22,50.6,Month-to-month,No,13-24,Medium
72,65.6,Two year,No,49-72,Medium
7,40.1,Month-to-month,Yes,0-12,Medium
33,82.1,Two year,No,25-48,High
23,79.1,Month-to-month,No,13-24,High
24,101.25,Month-to-month,Yes,13-24,High
1,79.55,Month-to-month,Yes,0-12,High
69,90.65,Two year,No,49-72,High
3,20.55,One year,No,0-12,Low
56,75.75,One year,No,49-72,High
65,110.0,One year,No,49-72,High
71,20.85,One year,No,49-72,Low
14,80.35,Month-to-month,No,13-24,High
2,70.15,Month-to-month,No,0-12,High
32,84.05,One year,Yes,25-48,High
40,67.45,Month-to-month,No,25-48,Medium
1,20.75,Month-to-month,No,0-12,Low
1,89.1,Month-to-month,Yes,0-12,High
7,69.9,Month-to-month,No,0-12,Medium
15,51.1,Month-to-month,No,13-24,Medium
17,94.4,Month-to-month,Yes,13-24,High
19,78.25,Month-to-month,Yes,13-24,High
71,25.55,Two year,No,49-72,Low
54,60.0,Two year,No,49-72,Medium
31,90.55,Month-to-month,No,25-48,High
11,76.4,Month-to-month,No,0-12,High
18,84.95,Month-to-month,No,13-24,High
72,110.1,Two year,No,49-72,High
71,99.65,Month-to-month,No,49-72,High
5,45.4,Month-to-month,No,0-12,Medium
38,69.0,One year,No,25-48,Medium
5,48.65,Month-to-month,No,0-12,Medium
2,44.15,Month-to-month,Yes,0-12,Medium
52,59.85,Two year,No,49-72,Medium
8,75.75,Month-to-month,Yes,0-12,High
68,80.65,Two year,No,49-72,High
69,20.55,One year,No,49-72,Low
42,66.4,Month-to-month,No,25-48,Medium
50,100.2,Two year,No,49-72,High
1,19.1,Month-to-month,Yes,0-12,Low
1,80.3,Month-to-month,Yes,0-12,High
33,44.55,Month-to-month,No,25-48,Medium
7,20.35,Month-to-month,No,0-12,Low
64,91.8,Month-to-month,No,49-72,High
1,74.9,Month-to-month,Yes,0-12,High
59,20.2,Two year,No,49-72,Low
6,50.35,Month-to-month,No,0-12,Medium
3,18.8,Month-to-month,No,0-12,Low
15,20.45,Month-to-month,No,13-24,Low
13,64.75,One year,No,13-24,Medium
23,98.7,Month-to-month,No,13-24,High
31,89.45,Month-to-month,No,25-48,High
29,58.75,One year,No,25-48,Medium
49,20.7,One year,No,49-72,Low
56,85.6,Month-to-month,No,49-72,High
63,80.3,Two year,No,49-72,High
63,79.8,Two year,No,49-72,High
24,79.85,Month-to-month,No,13-24,High
36,54.1,One year,No,25-48,Medium
9,80.85,Month-to-month,Yes,0-12,High
3,24.75,Month-to-month,Yes,0-12,Low
21,80.9,One year,No,13-24,High
13,24.5,One year,No,13-24,Low
1,20.15,Month-to-month,No,0-12,Low
25,20.05,One year,No,25-48,Low
71,19.6,Two year,No,49-72,Low
66,114.3,One year,No,49-72,High
45,100.3,One year,No,25-48,High
22,80.0,Month-to-month,No,13-24,High
67,20.85,One year,No,49-72,Low
68,89.95,Two year,No,49-72,High
0,20.0,Two year,No,,Low
49,90.85,Month-to-month,Yes,49-72,High
4,48.75,Month-to-month,No,0-12,Medium
63,80.0,One year,No,49-72,High
2,79.7,Month-to-month,Yes,0-12,High
21,20.35,One year,No,13-24,Low
55,57.55,Two year,Yes,49-72,Medium
1,20.25,Month-to-month,No,0-12,Low
17,19.4,Two year,No,13-24,Low
30,100.4,Month-to-month,No,25-48,High
22,57.95,Month-to-month,No,13-24,Medium
9,59.5,Month-to-month,No,0-12,Medium
1,19.2,Month-to-month,No,0-12,Low
21,86.5,Month-to-month,Yes,13-24,High
19,59.55,Month-to-month,No,13-24,Medium
69,103.95,Month-to-month,Yes,49-72,High
1,25.1,Month-to-month,Yes,0-12,Low
72,103.95,Two year,No,49-72,High
70,68.95,Two year,No,49-72,Medium
66,103.1,Month-to-month,No,49-72,High
7,24.7,Month-to-month,No,0-12,Low
46,110.2,Month-to-month,No,25-48,High
39,48.95,Month-to-month,Yes,25-48,Medium
32,62.45,Month-to-month,No,25-48,Medium
24,89.55,Month-to-month,No,13-24,High
6,83.55,Month-to-month,Yes,0-12,High
37,78.9,Month-to-month,No,25-48,High
8,20.35,Month-to-month,No,0-12,Low
72,71.45,Two year,No,49-72,High
71,46.35,Two year,No,49-72,Medium
16,94.65,Month-to-month,No,13-24,High
57,49.9,Month-to-month,No,49-72,Medium
66,25.45,One year,No,49-72,Low
17,89.15,Month-to-month,Yes,13-24,High
21,20.75,Month-to-month,No,13-24,Low
66,66.1,Two year,No,49-72,Medium
17,75.4,Month-to-month,No,13-24,High
1,70.45,Month-to-month,Yes,0-12,High
58,60.3,One year,Yes,49-72,Medium
8,21.05,Month-to-month,No,0-12,Low
27,69.35,One year,No,25-48,Medium
34,88.85,Month-to-month,No,25-48,High
30,97.0,One year,No,25-48,High
33,66.4,Month-to-month,No,25-48,Medium
1,24.75,Month-to-month,Yes,0-12,Low
14,69.2,Month-to-month,No,13-24,Medium
16,79.5,One year,No,13-24,High
49,100.65,Two year,No,49-72,High
19,103.3,Month-to-month,Yes,13-24,High
70,79.7,Two year,No,49-72,High
32,61.4,Month-to-month,No,25-48,Medium
18,69.8,Month-to-month,No,13-24,Medium
37,40.55,Two year,No,25-48,Medium
4,75.65,Month-to-month,No,0-12,High
16,90.7,Month-to-month,No,13-24,High
17,80.5,Month-to-month,No,13-24,High
19,60.6,Month-to-month,No,13-24,Medium
60,101.15,Two year,No,49-72,High
51,24.95,Two year,No,49-72,Low
28,20.3,Two year,No,25-48,Low
43,60.0,Two year,No,25-48,Medium
42,20.25,Two year,No,25-48,Low
3,78.5,Month-to-month,Yes,0-12,High
1,44.75,Month-to-month,No,0-12,Medium
3,19.85,Month-to-month,Yes,0-12,Low
63,98.0,Two year,No,49-72,High
3,79.9,Month-to-month,Yes,0-12,High
68,107.7,Month-to-month,No,49-72,High
30,99.7,Month-to-month,Yes,25-48,High
60,104.7,Two year,No,49-72,High
15,58.6,Month-to-month,Yes,13-24,Medium
45,93.9,Month-to-month,No,25-48,High
70,86.45,Two year,No,49-72,High
10,98.5,Month-to-month,Yes,0-12,High
4,19.4,Month-to-month,No,0-12,Low
1,50.45,Month-to-month,Yes,0-12,Medium
68,24.95,Two year,No,49-72,Low
22,75.0,Month-to-month,No,13-24,High
38,94.65,Month-to-month,Yes,25-48,High
1,100.25,Month-to-month,Yes,0-12,High
18,78.2,Month-to-month,No,13-24,High
29,94.2,Month-to-month,No,25-48,High
16,88.45,Month-to-month,Yes,13-24,High
1,69.85,Month-to-month,Yes,0-12,Medium
12,81.7,Month-to-month,Yes,0-12,High
31,50.05,One year,No,25-48,Medium
4,79.9,Month-to-month,Yes,0-12,High
48,69.55,One year,No,25-48,Medium
15,25.4,Month-to-month,Yes,13-24,Low
50,90.1,One year,No,49-72,High
7,44.65,Month-to-month,No,0-12,Medium
41,83.75,Month-to-month,Yes,25-48,High
68,80.35,Two year,No,49-72,High
26,98.1,Month-to-month,No,25-48,High
57,53.35,Two year,No,49-72,Medium
3,19.55,Month-to-month,No,0-12,Low
1,20.9,Month-to-month,Yes,0-12,Low
19,48.95,One year,No,13-24,Medium
3,54.2,Month-to-month,No,0-12,Medium
59,24.45,Two year,No,49-72,Low
1,69.4,Month-to-month,Yes,0-12,Medium
42,40.15,Month-to-month,No,25-48,Medium
7,74.9,Month-to-month,Yes,0-12,High
67,25.6,Two year,No,49-72,Low
1,70.35,Month-to-month,No,0-12,High
66,91.7,Two year,No,49-72,High
61,89.2,Month-to-month,No,49-72,High
4,24.1,One year,No,0-12,Low
42,74.15,Month-to-month,Yes,25-48,High
64,53.85,One year,No,49-72,Medium
54,115.6,One year,No,49-72,High
1,19.75,Month-to-month,No,0-12,Low
54,24.05,Two year,No,49-72,Low
18,25.3,Two year,No,13-24,Low
3,84.3,Month-to-month,No,0-12,High
1,70.1,Month-to-month,Yes,0-12,High
72,89.75,Two year,No,49-72,High
60,97.95,One year,No,49-72,High
11,20.0,One year,No,0-12,Low
12,78.3,Month-to-month,Yes,0-12,High
61,103.9,One year,No,49-72,High
39,20.7,Two year,No,25-48,Low
55,96.8,Month-to-month,Yes,49-72,High
17,94.4,Month-to-month,Yes,13-24,High
37,20.15,One year,No,25-48,Low
72,26.0,Two year,No,49-72,Low
72,77.35,Two year,No,49-72,High
8,66.05,Month-to-month,No,0-12,Medium
22,19.9,Month-to-month,No,13-24,Low
1,84.3,Month-to-month,Yes,0-12,High
38,68.15,Month-to-month,No,25-48,Medium
17,80.85,One year,No,13-24,High
70,75.5,Two year,No,49-72,High
72,92.45,Two year,Yes,49-72,High
28,80.6,Month-to-month,No,25-48,High
15,83.2,Month-to-month,No,13-24,High
72,87.55,Two year,No,49-72,High
11,99.55,Month-to-month,Yes,0-12,High
8,81.25,Month-to-month,Yes,0-12,High
57,109.4,One year,No,49-72,High
1,19.95,Month-to-month,Yes,0-12,Low
46,45.55,Month-to-month,No,25-48,Medium
30,20.7,One year,No,25-48,Low
10,75.3,Month-to-month,No,0-12,High
23,99.25,Month-to-month,Yes,13-24,High
32,93.4,Month-to-month,No,25-48,High
13,73.75,Month-to-month,No,13-24,High
39,80.45,Two year,Yes,25-48,High
44,88.15,Month-to-month,No,25-48,High
9,49.2,Month-to-month,No,0-12,Medium
67,19.65,Two year,No,49-72,Low
9,79.35,Month-to-month,Yes,0-12,High
15,79.75,Month-to-month,Yes,13-24,High
71,105.15,Two year,No,49-72,High
1,49.0,Month-to-month,No,0-12,Medium
30,100.05,Month-to-month,Yes,25-48,High
1,69.35,Month-to-month,Yes,0-12,Medium
17,49.8,Month-to-month,No,13-24,Medium
3,85.8,Month-to-month,Yes,0-12,High
67,79.7,Two year,Yes,49-72,High
1,20.95,Month-to-month,No,0-12,Low
1,50.55,Month-to-month,Yes,0-12,Medium
32,79.3,Month-to-month,No,25-48,High
41,19.5,One year,No,25-48,Low
1,80.55,Month-to-month,Yes,0-12,High
1,44.15,Month-to-month,No,0-12,Medium
12,84.5,Month-to-month,Yes,0-12,High
62,105.5,Month-to-month,No,49-72,High
22,84.3,Month-to-month,Yes,13-24,High
17,92.7,Month-to-month,No,13-24,High
72,26.25,Two year,No,49-72,Low
56,96.95,Month-to-month,No,49-72,High
9,20.45,Month-to-month,No,0-12,Low
72,115.8,Two year,No,49-72,High
20,108.2,Month-to-month,No,13-24,High
19,20.2,Two year,No,13-24,Low
2,67.75,Month-to-month,Yes,0-12,Medium
53,54.9,One year,No,49-72,Medium
